Uuid,Members,Fully specified name:en,Short name:en,Data class,Data type,_version:1,_order:1201
c20b6f08-1f17-49ca-bbe6-27f99e772228,Pachymetry;B scan;Anterior Segment Optical Coherence Tomography;Corneal Topography;Retinal Optical Coherence Tomography (Retinal OCT);Optic Nerve Head Optical Coherence Tomography(Optic Nerve Head OCT);Optical Coherence Tomography angiography (OCTA);Visual field Examination with Humphrey Visual Field Analyser;Retinal Photography;Fluorescein Fundus Angiography (FFA),Special Ophthalmic Examination,SPECIAL OPHTHALMIC EXAMINATIONS,Misc,N/A,,
